user_id,external_item_id,category_id,score,rank_no,recommend_type,reason
1002479,4541139,801221,0.187867,7,model_itemcf,与用户历史商品 4688106 协同相似
1002479,1098734,2529187,0.187867,8,model_itemcf,与用户历史商品 4688106 协同相似
1002479,1888079,982926,0.187867,9,model_itemcf,与用户历史商品 4688106 协同相似
1002479,3441102,4145813,0.187867,10,model_itemcf,与用户历史商品 4688106 协同相似
1002482,524324,846990,0.557086,1,model_itemcf,与用户历史商品 1063918 协同相似
1002482,4821978,982926,0.557086,2,model_itemcf,与用户历史商品 1063918 协同相似
1002482,3022262,4145813,0.557086,3,model_itemcf,与用户历史商品 1063918 协同相似
1002482,279993,4145813,0.557086,4,model_itemcf,与用户历史商品 1063918 协同相似
1002482,818754,4145813,0.557086,5,model_itemcf,与用户历史商品 1063918 协同相似
1002482,872009,4145813,0.557086,6,model_itemcf,与用户历史商品 1063918 协同相似
1002482,3143296,810632,0.557086,7,model_itemcf,与用户历史商品 1063918 协同相似
1002482,3787412,874415,0.557086,8,model_itemcf,与用户历史商品 1063918 协同相似
1002482,1228807,3744190,0.557086,9,model_itemcf,与用户历史商品 1063918 协同相似
1002482,1839704,3744190,0.557086,10,model_itemcf,与用户历史商品 1063918 协同相似
1002484,3474085,3184456,2.354058,1,model_itemcf,与用户历史商品 2530371 协同相似
1002484,1771345,3184456,2.354058,2,model_itemcf,与用户历史商品 2530371 协同相似
1002484,4952491,3184456,2.354058,3,model_itemcf,与用户历史商品 2530371 协同相似
1002484,1682746,3184456,2.354058,4,model_itemcf,与用户历史商品 2530371 协同相似
1002484,1184351,3184456,2.354058,5,model_itemcf,与用户历史商品 2530371 协同相似
1002484,1308473,3184456,2.354058,6,model_itemcf,与用户历史商品 2530371 协同相似
1002484,1282732,3184456,2.354058,7,model_itemcf,与用户历史商品 2530371 协同相似
1002484,5081710,1198404,2.354058,8,model_itemcf,与用户历史商品 2530371 协同相似
1002484,1833893,904454,2.354058,9,model_itemcf,与用户历史商品 2530371 协同相似
1002484,3993548,904454,2.354058,10,model_itemcf,与用户历史商品 2530371 协同相似
100249,4704883,154040,0.685994,1,model_itemcf,与用户历史商品 3149492 协同相似
100249,1571034,2355072,0.606478,2,model_itemcf,与用户历史商品 1355688 协同相似
100249,1987040,1817004,0.606000,3,model_itemcf,与用户历史商品 4763785 协同相似
100249,4239928,411153,0.606000,4,model_itemcf,与用户历史商品 4763785 协同相似
100249,4978227,200278,0.606000,5,model_itemcf,与用户历史商品 4763785 协同相似
100249,3844317,4874384,0.606000,6,model_itemcf,与用户历史商品 4763785 协同相似
100249,1470792,411153,0.606000,7,model_itemcf,与用户历史商品 4763785 协同相似
100249,546965,4170419,0.606000,8,model_itemcf,与用户历史商品 4763785 协同相似
100249,2370040,4170419,0.606000,9,model_itemcf,与用户历史商品 4763785 协同相似
100249,3787445,1575622,0.525226,10,model_itemcf,与用户历史商品 1355688 协同相似
1002494,3622703,982926,0.586726,1,model_itemcf,与用户历史商品 312697 协同相似
1002494,2158531,1299190,0.577350,2,model_itemcf,与用户历史商品 795645 协同相似
1002494,2277850,1299190,0.577350,3,model_itemcf,与用户历史商品 795645 协同相似
1002494,2926805,1299190,0.577350,4,model_itemcf,与用户历史商品 795645 协同相似
1002494,3665012,200278,0.577350,5,model_itemcf,与用户历史商品 795645 协同相似
1002494,4541139,801221,0.577350,6,model_itemcf,与用户历史商品 795645 协同相似
1002494,1098734,2529187,0.577350,7,model_itemcf,与用户历史商品 795645 协同相似
1002494,1888079,982926,0.577350,8,model_itemcf,与用户历史商品 795645 协同相似
1002494,3441102,4145813,0.577350,9,model_itemcf,与用户历史商品 795645 协同相似
1002494,3253987,982926,0.577350,10,model_itemcf,与用户历史商品 795645 协同相似
1002501,1365560,1320293,0.918618,1,model_itemcf,与用户历史商品 2523324 协同相似
1002501,4578707,1320293,0.918618,2,model_itemcf,与用户历史商品 2523324 协同相似
1002501,649134,2736436,0.918618,3,model_itemcf,与用户历史商品 2523324 协同相似
1002501,362293,982926,0.918618,4,model_itemcf,与用户历史商品 2523324 协同相似
1002501,4597794,982926,0.918618,5,model_itemcf,与用户历史商品 2523324 协同相似
1002501,1778993,3607361,0.918618,6,model_itemcf,与用户历史商品 2523324 协同相似
1002501,4474245,3607361,0.918618,7,model_itemcf,与用户历史商品 2523324 协同相似
1002501,4050485,3607361,0.918618,8,model_itemcf,与用户历史商品 2523324 协同相似
1002501,1200999,3607361,0.918618,9,model_itemcf,与用户历史商品 2523324 协同相似
1002501,4354364,3607361,0.918618,10,model_itemcf,与用户历史商品 2523324 协同相似
1002508,4085663,1216617,1.565561,1,model_itemcf,与用户历史商品 3238416 协同相似
1002508,347809,154040,1.565561,2,model_itemcf,与用户历史商品 3238416 协同相似
1002508,2330657,3340725,1.565561,3,model_itemcf,与用户历史商品 3238416 协同相似
1002508,268841,2520377,1.565561,4,model_itemcf,与用户历史商品 3238416 协同相似
1002508,4099726,2520377,1.565561,5,model_itemcf,与用户历史商品 3238416 协同相似
1002508,4320675,3299155,1.565561,6,model_itemcf,与用户历史商品 3238416 协同相似
1002508,3164838,2520377,1.565561,7,model_itemcf,与用户历史商品 3238416 协同相似
1002508,467850,4170419,1.565561,8,model_itemcf,与用户历史商品 3238416 协同相似
1002508,3109258,3335147,1.565561,9,model_itemcf,与用户历史商品 3238416 协同相似
1002508,3028095,2735466,1.565561,10,model_itemcf,与用户历史商品 3238416 协同相似
1002512,1297547,1045172,0.577350,1,model_itemcf,与用户历史商品 517335 协同相似
1002512,4529777,1045172,0.577350,2,model_itemcf,与用户历史商品 517335 协同相似
1002512,3914525,1045172,0.577350,3,model_itemcf,与用户历史商品 517335 协同相似
1002512,4006419,4022701,0.577350,4,model_itemcf,与用户历史商品 517335 协同相似
1002512,4594196,3738615,0.577350,5,model_itemcf,与用户历史商品 517335 协同相似
1002512,4666653,4217906,0.577350,6,model_itemcf,与用户历史商品 517335 协同相似
1002512,4091114,4217906,0.577350,7,model_itemcf,与用户历史商品 517335 协同相似
1002512,1562950,4217906,0.577350,8,model_itemcf,与用户历史商品 517335 协同相似
1002512,2091311,2520377,0.577350,9,model_itemcf,与用户历史商品 517335 协同相似
1002512,3425049,3738615,0.577350,10,model_itemcf,与用户历史商品 517335 协同相似
1002514,1203027,1859277,0.577350,1,model_itemcf,与用户历史商品 965250 协同相似
1002514,4924733,1859277,0.577350,2,model_itemcf,与用户历史商品 965250 协同相似
1002514,488961,4462359,0.577350,3,model_itemcf,与用户历史商品 965250 协同相似
1002514,285075,4756105,0.577350,4,model_itemcf,与用户历史商品 965250 协同相似
1002514,5049945,4357323,0.577350,5,model_itemcf,与用户历史商品 965250 协同相似
1002514,4037954,2885642,0.577350,6,model_itemcf,与用户历史商品 965250 协同相似
1002514,602317,2885642,0.577350,7,model_itemcf,与用户历史商品 965250 协同相似
1002514,3601157,2885642,0.577350,8,model_itemcf,与用户历史商品 965250 协同相似
1002514,1319505,4357323,0.577350,9,model_itemcf,与用户历史商品 965250 协同相似
1002514,1192646,1464116,0.577350,10,model_itemcf,与用户历史商品 965250 协同相似
1002520,170544,3566034,1.176697,1,model_itemcf,与用户历史商品 5122878 协同相似
1002520,4831968,3566034,0.832050,2,model_itemcf,与用户历史商品 5122878 协同相似
1002520,3545754,982926,0.577350,3,model_itemcf,与用户历史商品 3287034 协同相似
1002520,4696196,1080785,0.577350,4,model_itemcf,与用户历史商品 3287034 协同相似
1002520,2081518,3738615,0.577350,5,model_itemcf,与用户历史商品 3287034 协同相似
1002520,380539,4282670,0.577350,6,model_itemcf,与用户历史商品 3287034 协同相似
1002520,2320159,886203,0.577350,7,model_itemcf,与用户历史商品 3287034 协同相似
1002520,5087884,4181361,0.577350,8,model_itemcf,与用户历史商品 3287034 协同相似
1002520,1403514,4181361,0.577350,9,model_itemcf,与用户历史商品 3287034 协同相似
1002520,3319265,448398,0.577350,10,model_itemcf,与用户历史商品 3287034 协同相似
1002526,4447506,1080785,0.616888,1,model_itemcf,与用户历史商品 1591862 协同相似
1002526,435287,4129924,0.616888,2,model_itemcf,与用户历史商品 1591862 协同相似
1002526,1792937,703487,0.616888,3,model_itemcf,与用户历史商品 1591862 协同相似
1002526,4483211,703487,0.616888,4,model_itemcf,与用户历史商品 1591862 协同相似
1002526,3561199,4817527,0.616888,5,model_itemcf,与用户历史商品 1591862 协同相似
1002526,123989,1312642,0.616888,6,model_itemcf,与用户历史商品 1591862 协同相似
1002526,378758,2939262,0.616888,7,model_itemcf,与用户历史商品 1591862 协同相似
1002526,1692024,2939262,0.616888,8,model_itemcf,与用户历史商品 1591862 协同相似
1002526,4062786,1879194,0.616888,9,model_itemcf,与用户历史商品 1591862 协同相似
1002526,4808316,2154867,0.616888,10,model_itemcf,与用户历史商品 1591862 协同相似
1002534,1573985,3607361,0.207626,1,model_itemcf,与用户历史商品 956343 协同相似
1002534,2823675,1320293,0.161999,2,model_itemcf,与用户历史商品 1819353 协同相似
1002534,2291696,4145813,0.152499,3,model_itemcf,与用户历史商品 1819353 协同相似
1002534,3379023,2558244,0.149487,4,model_itemcf,与用户历史商品 726505 协同相似
1002534,982210,3607361,0.140028,5,model_itemcf,与用户历史商品 956343 协同相似
1002534,1164931,3138705,0.127581,6,model_itemcf,与用户历史商品 1819353 协同相似
1002534,1535294,3848953,0.125043,7,model_itemcf,与用户历史商品 1819353 协同相似
1002534,775647,2733371,0.124515,8,model_itemcf,与用户历史商品 1819353 协同相似
1002534,3425923,4993094,0.124515,9,model_itemcf,与用户历史商品 1819353 协同相似
1002534,889284,3607361,0.121268,10,model_itemcf,与用户历史商品 956343 协同相似
1002536,1631104,4082778,1.142988,1,model_itemcf,与用户历史商品 3730 协同相似
1002536,4518328,4082778,1.142988,2,model_itemcf,与用户历史商品 3730 协同相似
1002536,3175696,4756105,1.142988,3,model_itemcf,与用户历史商品 3730 协同相似
1002536,4269556,4756105,1.142988,4,model_itemcf,与用户历史商品 3730 协同相似
1002536,4105506,4756105,1.142988,5,model_itemcf,与用户历史商品 3730 协同相似
1002536,3816556,4756105,1.142988,6,model_itemcf,与用户历史商品 3730 协同相似
1002536,1337641,3738615,1.142988,7,model_itemcf,与用户历史商品 3730 协同相似
1002536,4904285,3738615,1.142988,8,model_itemcf,与用户历史商品 3730 协同相似
1002536,1489852,3738615,1.142988,9,model_itemcf,与用户历史商品 3730 协同相似
1002536,1324545,3738615,1.142988,10,model_itemcf,与用户历史商品 3730 协同相似
1002542,3610972,982926,0.150188,1,model_itemcf,与用户历史商品 2965328 协同相似
1002542,3799777,4339722,0.116335,2,model_itemcf,与用户历史商品 2965328 协同相似
1002542,2472136,4339722,0.116335,3,model_itemcf,与用户历史商品 2965328 协同相似
1002542,916051,4339722,0.098321,4,model_itemcf,与用户历史商品 2965328 协同相似
1002542,3901073,4339722,0.086711,5,model_itemcf,与用户历史商品 2965328 协同相似
1002542,3796824,634390,0.086711,6,model_itemcf,与用户历史商品 2965328 协同相似
1002542,1668915,4022701,0.061314,7,model_itemcf,与用户历史商品 2965328 协同相似
1002542,617856,3909718,0.061314,8,model_itemcf,与用户历史商品 2965328 协同相似
1002542,1718588,4339722,0.061314,9,model_itemcf,与用户历史商品 2965328 协同相似
1002542,3752895,2640118,0.061314,10,model_itemcf,与用户历史商品 2965328 协同相似
1002547,2789982,1568197,0.696311,1,model_itemcf,与用户历史商品 2174778 协同相似
1002547,307307,1568197,0.696311,2,model_itemcf,与用户历史商品 2174778 协同相似
1002547,3413834,235534,0.696311,3,model_itemcf,与用户历史商品 2174778 协同相似
1002547,2694312,235534,0.696311,4,model_itemcf,与用户历史商品 2174778 协同相似
1002547,3384888,235534,0.696311,5,model_itemcf,与用户历史商品 2174778 协同相似
1002547,518032,1379146,0.696311,6,model_itemcf,与用户历史商品 2174778 协同相似
1002547,2403107,235534,0.696311,7,model_itemcf,与用户历史商品 2174778 协同相似
1002547,1212778,1792277,0.696311,8,model_itemcf,与用户历史商品 2174778 协同相似
1002547,1691875,2640118,0.696311,9,model_itemcf,与用户历史商品 2174778 协同相似
1002547,4552553,4513450,0.696311,10,model_itemcf,与用户历史商品 2174778 协同相似
1002555,1216394,3566034,0.980196,1,model_itemcf,与用户历史商品 2127356 协同相似
1002555,2870941,1884322,0.597231,2,model_itemcf,与用户历史商品 4640069 协同相似
1002555,3160068,982926,0.577350,3,model_itemcf,与用户历史商品 1432245 协同相似
1002555,109553,4756105,0.577350,4,model_itemcf,与用户历史商品 1432245 协同相似
1002555,3392874,4756105,0.577350,5,model_itemcf,与用户历史商品 1432245 协同相似
1002555,4133755,1080785,0.577350,6,model_itemcf,与用户历史商品 1432245 协同相似
1002555,30892,1080785,0.577350,7,model_itemcf,与用户历史商品 1432245 协同相似
1002555,4343111,1859277,0.577350,8,model_itemcf,与用户历史商品 1432245 协同相似
1002555,4820761,2735466,0.577350,9,model_itemcf,与用户历史商品 1432245 协同相似
1002555,3426271,2096639,0.577350,10,model_itemcf,与用户历史商品 1432245 协同相似
1002564,889284,3607361,1.023335,1,model_itemcf,与用户历史商品 3399340 协同相似
1002564,3896242,4756105,1.023335,2,model_itemcf,与用户历史商品 3399340 协同相似
1002564,2549724,4756105,1.023335,3,model_itemcf,与用户历史商品 3399340 协同相似
1002564,417876,3607361,1.023335,4,model_itemcf,与用户历史商品 3399340 协同相似
1002564,960908,3607361,1.023335,5,model_itemcf,与用户历史商品 3399340 协同相似
1002564,1298403,3607361,1.023335,6,model_itemcf,与用户历史商品 3399340 协同相似
1002564,2095329,2520771,1.023335,7,model_itemcf,与用户历史商品 3399340 协同相似
1002564,4914158,2520771,1.023335,8,model_itemcf,与用户历史商品 3399340 协同相似
1002564,2470496,3607361,1.023335,9,model_itemcf,与用户历史商品 3399340 协同相似
1002564,3300966,3607361,1.023335,10,model_itemcf,与用户历史商品 3399340 协同相似
1002566,3706270,2810146,1.194372,1,model_itemcf,与用户历史商品 929135 协同相似
1002566,964604,2465336,1.194372,2,model_itemcf,与用户历史商品 929135 协同相似
1002566,78089,4801426,1.194372,3,model_itemcf,与用户历史商品 929135 协同相似
1002566,894392,2465336,1.194372,4,model_itemcf,与用户历史商品 929135 协同相似
1002566,1596939,4145813,1.194372,5,model_itemcf,与用户历史商品 929135 协同相似
1002566,1200244,4145813,1.194372,6,model_itemcf,与用户历史商品 929135 协同相似
1002566,137519,2465336,1.194372,7,model_itemcf,与用户历史商品 929135 协同相似
1002566,2705623,4655941,1.194372,8,model_itemcf,与用户历史商品 929135 协同相似
1002566,2711415,2293367,1.194372,9,model_itemcf,与用户历史商品 929135 协同相似
1002566,3169634,2750247,1.194372,10,model_itemcf,与用户历史商品 929135 协同相似
1002578,5106658,1299190,0.196116,1,model_itemcf,与用户历史商品 1843174 协同相似
1002578,2740686,1299190,0.196116,2,model_itemcf,与用户历史商品 1843174 协同相似
1002578,1451579,1299190,0.196116,3,model_itemcf,与用户历史商品 1843174 协同相似
1002578,3545889,1851156,0.196116,4,model_itemcf,与用户历史商品 1843174 协同相似
1002578,4014775,1851156,0.196116,5,model_itemcf,与用户历史商品 1843174 协同相似
1002578,611386,1851156,0.196116,6,model_itemcf,与用户历史商品 1843174 协同相似
1002578,639231,3624696,0.196116,7,model_itemcf,与用户历史商品 1843174 协同相似
1002578,2094613,1299190,0.196116,8,model_itemcf,与用户历史商品 1843174 协同相似
1002578,1390400,3624696,0.196116,9,model_itemcf,与用户历史商品 1843174 协同相似
1002578,3869506,3138705,0.196116,10,model_itemcf,与用户历史商品 1843174 协同相似
100259,739259,3922126,0.288675,1,model_itemcf,与用户历史商品 4916052 协同相似
100259,4320035,4580532,0.288675,2,model_itemcf,与用户历史商品 4916052 协同相似
100259,3705459,4580532,0.288675,3,model_itemcf,与用户历史商品 4916052 协同相似
100259,4254287,4580532,0.288675,4,model_itemcf,与用户历史商品 4916052 协同相似
100259,2680548,3999977,0.288675,5,model_itemcf,与用户历史商品 4916052 协同相似
100259,326650,3999977,0.288675,6,model_itemcf,与用户历史商品 4916052 协同相似
100259,3022494,3999977,0.288675,7,model_itemcf,与用户历史商品 4916052 协同相似
100259,4688984,3999977,0.288675,8,model_itemcf,与用户历史商品 4916052 协同相似
100259,4594485,3999977,0.288675,9,model_itemcf,与用户历史商品 4916052 协同相似
100259,2949871,3999977,0.288675,10,model_itemcf,与用户历史商品 4916052 协同相似
1002593,337148,4217906,0.318023,1,model_itemcf,与用户历史商品 1457948 协同相似
1002593,4335680,2355072,0.238518,2,model_itemcf,与用户历史商品 1457948 协同相似
1002593,4574098,570735,0.230142,3,model_itemcf,与用户历史商品 1457948 协同相似
1002593,2367688,154040,0.223607,4,model_itemcf,与用户历史商品 3832388 协同相似
1002593,3430156,2465336,0.213201,5,model_itemcf,与用户历史商品 1951985 协同相似
1002593,2241808,2465336,0.213201,6,model_itemcf,与用户历史商品 1951985 协同相似
1002593,2013862,2465336,0.213201,7,model_itemcf,与用户历史商品 1951985 协同相似
1002593,2352778,1567637,0.213201,8,model_itemcf,与用户历史商品 1951985 协同相似
1002593,3852532,237446,0.213201,9,model_itemcf,与用户历史商品 1951985 协同相似
1002593,4366448,237446,0.213201,10,model_itemcf,与用户历史商品 1951985 协同相似
1002597,4076944,4321796,0.134840,1,model_itemcf,与用户历史商品 740947 协同相似
1002597,2531155,1446405,0.118918,2,model_itemcf,与用户历史商品 740947 协同相似
1002597,1072055,965809,0.110096,3,model_itemcf,与用户历史商品 740947 协同相似
1002597,1986739,1852398,0.089893,4,model_itemcf,与用户历史商品 740947 协同相似
1002597,4471358,3002561,0.089893,5,model_itemcf,与用户历史商品 740947 协同相似
1002597,323790,2321441,0.085280,6,model_itemcf,与用户历史商品 740947 协同相似
1002597,3474085,3184456,0.077850,7,model_itemcf,与用户历史商品 740947 协同相似
1002597,1771345,3184456,0.077850,8,model_itemcf,与用户历史商品 740947 协同相似
1002597,4952491,3184456,0.077850,9,model_itemcf,与用户历史商品 740947 协同相似
1002597,1682746,3184456,0.077850,10,model_itemcf,与用户历史商品 740947 协同相似
1002606,1220136,4869428,0.727607,1,model_itemcf,与用户历史商品 4115850 协同相似
1002606,1953042,3425094,0.727607,2,model_itemcf,与用户历史商品 4115850 协同相似
1002606,5100093,2945933,0.727607,3,model_itemcf,与用户历史商品 4115850 协同相似
1002606,1803559,1813868,0.727607,4,model_itemcf,与用户历史商品 4115850 协同相似
1002606,3621238,1521931,0.727607,5,model_itemcf,与用户历史商品 4115850 协同相似
1002606,4919803,2881542,0.727607,6,model_itemcf,与用户历史商品 4115850 协同相似
1002606,3839112,2881542,0.727607,7,model_itemcf,与用户历史商品 4115850 协同相似
1002606,4848310,2881542,0.727607,8,model_itemcf,与用户历史商品 4115850 协同相似
1002606,3486895,4302328,0.727607,9,model_itemcf,与用户历史商品 4115850 协同相似
1002606,3222578,2429887,0.727607,10,model_itemcf,与用户历史商品 4115850 协同相似
100261,850738,2058468,0.894427,1,model_itemcf,与用户历史商品 375493 协同相似
100261,4646534,4830567,0.894427,2,model_itemcf,与用户历史商品 375493 协同相似
100261,2695034,2520377,0.894427,3,model_itemcf,与用户历史商品 375493 协同相似
100261,4685779,1320293,0.894427,4,model_itemcf,与用户历史商品 375493 协同相似
100261,5096096,3002561,0.894427,5,model_itemcf,与用户历史商品 375493 协同相似
100261,6416,4181361,0.894427,6,model_itemcf,与用户历史商品 375493 协同相似
100261,3401329,1104384,0.894427,7,model_itemcf,与用户历史商品 375493 协同相似
100261,3161448,3108882,0.894427,8,model_itemcf,与用户历史商品 375493 协同相似
100261,803419,65362,0.894427,9,model_itemcf,与用户历史商品 375493 协同相似
100261,2441285,4801426,0.632456,10,model_itemcf,与用户历史商品 375493 协同相似
1002618,2294653,4145813,0.583855,1,model_itemcf,与用户历史商品 2183397 协同相似
1002618,4689777,3102419,0.473491,2,model_itemcf,与用户历史商品 4947400 协同相似
1002618,2400037,3607361,0.434657,3,model_itemcf,与用户历史商品 1134646 协同相似
1002618,4671020,4145813,0.433916,4,model_itemcf,与用户历史商品 2183397 协同相似
1002618,1581691,4145813,0.433916,5,model_itemcf,与用户历史商品 2183397 协同相似
1002618,3682292,3102419,0.433916,6,model_itemcf,与用户历史商品 2183397 协同相似
1002618,2683654,1061857,0.433916,7,model_itemcf,与用户历史商品 2183397 协同相似
1002618,2027825,1061857,0.433916,8,model_itemcf,与用户历史商品 2183397 协同相似
1002618,2791185,1061857,0.433916,9,model_itemcf,与用户历史商品 2183397 协同相似
1002618,1732980,2520377,0.433916,10,model_itemcf,与用户历史商品 2183397 协同相似
1002637,1814527,3898483,0.131306,1,model_itemcf,与用户历史商品 4697995 协同相似
1002637,3588555,1787510,0.117444,2,model_itemcf,与用户历史商品 4697995 协同相似
1002637,2666773,2520377,0.107211,3,model_itemcf,与用户历史商品 4697995 协同相似
1002637,646754,2228184,0.095893,4,model_itemcf,与用户历史商品 4697995 协同相似
1002637,2764888,2640118,0.095893,5,model_itemcf,与用户历史商品 4697995 协同相似
1002637,141437,3898483,0.086581,6,model_itemcf,与用户历史商品 4697995 协同相似
1002637,2301369,3607361,0.083045,7,model_itemcf,与用户历史商品 4697995 协同相似
1002637,2626678,3607361,0.083045,8,model_itemcf,与用户历史商品 4697995 协同相似
1002637,3504754,3607361,0.083045,9,model_itemcf,与用户历史商品 4697995 协同相似
1002637,2509234,3607361,0.083045,10,model_itemcf,与用户历史商品 4697995 协同相似
100264,443827,3379070,0.250000,1,model_itemcf,与用户历史商品 974192 协同相似
100264,4066167,3379070,0.250000,2,model_itemcf,与用户历史商品 974192 协同相似
100264,4846978,3379070,0.250000,3,model_itemcf,与用户历史商品 974192 协同相似
100264,2278643,1573426,0.250000,4,model_itemcf,与用户历史商品 974192 协同相似
100264,960935,1573426,0.250000,5,model_itemcf,与用户历史商品 974192 协同相似
100264,3637024,1573426,0.250000,6,model_itemcf,与用户历史商品 974192 协同相似
100264,3296900,3624696,0.250000,7,model_itemcf,与用户历史商品 974192 协同相似
100264,4835913,3002561,0.250000,8,model_itemcf,与用户历史商品 974192 协同相似
100264,3117308,2885642,0.250000,9,model_itemcf,与用户历史商品 974192 协同相似
100264,743409,2986945,0.250000,10,model_itemcf,与用户历史商品 974192 协同相似
1002642,2831190,886203,0.336463,1,model_itemcf,与用户历史商品 2583697 协同相似
1002642,4162166,4321796,0.336463,2,model_itemcf,与用户历史商品 2583697 协同相似
1002642,3327416,4339722,0.336463,3,model_itemcf,与用户历史商品 2583697 协同相似
1002642,767874,886203,0.336463,4,model_itemcf,与用户历史商品 2583697 协同相似
1002642,4049388,634390,0.336463,5,model_itemcf,与用户历史商品 2583697 协同相似
1002642,567293,1216617,0.336463,6,model_itemcf,与用户历史商品 2583697 协同相似
1002642,773103,1216617,0.336463,7,model_itemcf,与用户历史商品 2583697 协同相似
1002642,587789,1807416,0.336463,8,model_itemcf,与用户历史商品 2583697 协同相似
1002642,3762912,4302328,0.336463,9,model_itemcf,与用户历史商品 2583697 协同相似
1002642,2816965,634390,0.336463,10,model_itemcf,与用户历史商品 2583697 协同相似
1002646,2131782,1850548,0.107937,1,model_itemcf,与用户历史商品 705557 协同相似
1002646,2808995,246844,0.098533,2,model_itemcf,与用户历史商品 705557 协同相似
1002646,1043744,3158249,0.062318,3,model_itemcf,与用户历史商品 705557 协同相似
1002646,4698269,703852,0.060130,4,model_itemcf,与用户历史商品 705557 协同相似
1002646,1893062,4145813,0.053550,5,model_itemcf,与用户历史商品 705557 协同相似
1002646,2091937,3776866,0.052858,6,model_itemcf,与用户历史商品 705557 协同相似
1002646,357442,4145813,0.049266,7,model_itemcf,与用户历史商品 705557 协同相似
1002646,2411027,2945933,0.049266,8,model_itemcf,与用户历史商品 705557 协同相似
1002646,1197,2096639,0.044065,9,model_itemcf,与用户历史商品 705557 协同相似
1002646,307898,2096639,0.044065,10,model_itemcf,与用户历史商品 705557 协同相似
1002650,1144068,3607361,0.309151,1,model_itemcf,与用户历史商品 128903 协同相似
1002650,250452,4145813,0.267261,2,model_itemcf,与用户历史商品 1542066 协同相似
1002650,1582853,4173315,0.267261,3,model_itemcf,与用户历史商品 1542066 协同相似
1002650,823063,154040,0.267261,4,model_itemcf,与用户历史商品 1542066 协同相似
1002650,2999487,1973012,0.267261,5,model_itemcf,与用户历史商品 1542066 协同相似
1002650,1112446,3004853,0.267261,6,model_itemcf,与用户历史商品 1542066 协同相似
1002650,1546182,154040,0.267261,7,model_itemcf,与用户历史商品 1542066 协同相似
1002650,2527684,3004853,0.267261,8,model_itemcf,与用户历史商品 1542066 协同相似
1002650,778160,4145813,0.267261,9,model_itemcf,与用户历史商品 1542066 协同相似
1002650,4418456,174239,0.267261,10,model_itemcf,与用户历史商品 1542066 协同相似
1002658,1540133,2096639,0.154303,1,model_itemcf,与用户历史商品 4756124 协同相似
1002658,3326191,2096639,0.154303,2,model_itemcf,与用户历史商品 4756124 协同相似
1002658,3545754,982926,0.154303,3,model_itemcf,与用户历史商品 4756124 协同相似
1002658,4696196,1080785,0.154303,4,model_itemcf,与用户历史商品 4756124 协同相似
1002658,2081518,3738615,0.154303,5,model_itemcf,与用户历史商品 4756124 协同相似
1002658,380539,4282670,0.154303,6,model_itemcf,与用户历史商品 4756124 协同相似
1002658,2320159,886203,0.154303,7,model_itemcf,与用户历史商品 4756124 协同相似
1002658,5087884,4181361,0.154303,8,model_itemcf,与用户历史商品 4756124 协同相似
1002658,1403514,4181361,0.154303,9,model_itemcf,与用户历史商品 4756124 协同相似
1002658,3319265,448398,0.154303,10,model_itemcf,与用户历史商品 4756124 协同相似
1002661,4044670,3833912,1.212183,1,model_itemcf,与用户历史商品 602041 协同相似
1002661,976721,4145813,1.049781,2,model_itemcf,与用户历史商品 602041 协同相似
1002661,4358430,4339722,0.932521,3,model_itemcf,与用户历史商品 1951985 协同相似
1002661,4302928,2465336,0.877020,4,model_itemcf,与用户历史商品 602041 协同相似
1002661,1245015,2465336,0.606092,5,model_itemcf,与用户历史商品 602041 协同相似
1002661,1200241,982926,0.606092,6,model_itemcf,与用户历史商品 602041 协同相似
1002661,1738579,4756105,0.606092,7,model_itemcf,与用户历史商品 602041 协同相似
1002661,715391,4602841,0.606092,8,model_itemcf,与用户历史商品 602041 协同相似
1002661,374470,3607361,0.606092,9,model_itemcf,与用户历史商品 602041 协同相似
1002661,4913451,4643350,0.606092,10,model_itemcf,与用户历史商品 602041 协同相似
1002668,1103144,4145813,0.679366,1,model_itemcf,与用户历史商品 1906456 协同相似
1002668,2908151,3361496,0.303822,2,model_itemcf,与用户历史商品 1906456 协同相似
1002668,2367688,154040,0.303822,3,model_itemcf,与用户历史商品 1906456 协同相似
1002668,1016182,5071267,0.277350,4,model_itemcf,与用户历史商品 1906456 协同相似
1002668,2462962,5071267,0.277350,5,model_itemcf,与用户历史商品 1906456 协同相似
1002668,386932,2982027,0.277350,6,model_itemcf,与用户历史商品 1906456 协同相似
1002668,4731648,1080785,0.277350,7,model_itemcf,与用户历史商品 1906456 协同相似
1002668,2351997,1879194,0.277350,8,model_itemcf,与用户历史商品 1906456 协同相似
1002668,1244465,2096639,0.277350,9,model_itemcf,与用户历史商品 1906456 协同相似
1002668,3377107,2096639,0.277350,10,model_itemcf,与用户历史商品 1906456 协同相似
1002672,996926,2322253,1.283031,1,model_itemcf,与用户历史商品 1030504 协同相似
1002672,1327014,4663501,1.283031,2,model_itemcf,与用户历史商品 1030504 协同相似
1002672,4831962,1253595,1.283031,3,model_itemcf,与用户历史商品 1030504 协同相似
1002672,3555216,101859,1.283031,4,model_itemcf,与用户历史商品 1030504 协同相似
1002672,4228984,2196412,1.283031,5,model_itemcf,与用户历史商品 1030504 协同相似
1002672,2580805,4174564,1.283031,6,model_itemcf,与用户历史商品 1030504 协同相似
